ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Swatches Attributes","Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default","Attribute 2 name","Attribute 2 value(s)","Attribute 2 visible","Attribute 2 global","Attribute 2 default"
3240,simple,,"ASOS DESIGN ultimate bandeau crop top",1,0,visible,"Why We Love It\nBring the outdoors in with this light and airy piece – its elegantly curved silhouette boasts caning and brass accents that are well-suited for a luxe sun room, while a deep seat and loose, down-filled cushions create an inviting respite for lounging and entertaining.","[elementor-template id=""3208""]",,,taxable,,1,,,0,0,,,,,1,,,39.99,Fashion,"creative, design, elementor, funiture-single, furniture, novaworks, products, woocommerce",,"https://vedbo.co/wp-content/uploads/2022/06/13.jpg, https://vedbo.co/wp-content/uploads/2022/06/13-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/1-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/2-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/3-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/4-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/5-1.jpg",,,,,,,,,290,,,,,,,,,,,
3261,simple,,"Crop top in organic cotton in white",1,0,visible,"Why We Love It\nBring the outdoors in with this light and airy piece – its elegantly curved silhouette boasts caning and brass accents that are well-suited for a luxe sun room, while a deep seat and loose, down-filled cushions create an inviting respite for lounging and entertaining.","[elementor-template id=""3208""]",,,taxable,,1,,,0,0,,,,,1,,,39.99,Fashion,"creative, design, elementor, funiture-single, furniture, novaworks, products, woocommerce",,"https://vedbo.co/wp-content/uploads/2022/06/14.jpg, https://vedbo.co/wp-content/uploads/2022/06/14-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/13-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/1-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/2-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/3-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/4-1.jpg",,,,,,,,,289,,,,,,,,,,,
3262,simple,,"ASOS DESIGN ultimate bandeau crop top",1,0,visible,"Why We Love It\nBring the outdoors in with this light and airy piece – its elegantly curved silhouette boasts caning and brass accents that are well-suited for a luxe sun room, while a deep seat and loose, down-filled cushions create an inviting respite for lounging and entertaining.","[elementor-template id=""3208""]",,,taxable,,1,,,0,0,,,,,1,,,39.99,Fashion,"creative, design, elementor, funiture-single, furniture, novaworks, products, woocommerce",,"https://vedbo.co/wp-content/uploads/2022/06/15.jpg, https://vedbo.co/wp-content/uploads/2022/06/15-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/14-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/13-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/1-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/2-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/3-1.jpg",,,,,,,,,288,,,,,,,,,,,
3263,simple,,"Puma Classic crop top in white",1,0,visible,"Why We Love It\nBring the outdoors in with this light and airy piece – its elegantly curved silhouette boasts caning and brass accents that are well-suited for a luxe sun room, while a deep seat and loose, down-filled cushions create an inviting respite for lounging and entertaining.","[elementor-template id=""3208""]",,,taxable,,1,,,0,0,,,,,1,,39.99,69.99,Fashion,"creative, design, elementor, funiture-single, furniture, novaworks, products, woocommerce",,"https://vedbo.co/wp-content/uploads/2022/06/16.jpg, https://vedbo.co/wp-content/uploads/2022/06/16-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/15-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/14-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/13-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/1-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/2-1.jpg",,,,,,,,,287,,,,,,,,,,,
3264,variable,,"Mango frayed hem detail block crop top",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Fashion,"creative, design, elementor, furniture, novaworks, products, woocommerce",,"https://vedbo.co/wp-content/uploads/2022/06/18.jpg, https://vedbo.co/wp-content/uploads/2022/06/18-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/19.jpg, https://vedbo.co/wp-content/uploads/2022/06/19-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/20.jpg, https://vedbo.co/wp-content/uploads/2022/06/20-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/21.jpg",,,,,,,,,270,"{""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Black"":{""name"":""Black"",""color"":""#000000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Brown"":{""name"":""Brown"",""color"":""#995100"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#999999"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Orange"":{""name"":""Orange"",""color"":""#dd9933"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Color,"Black, Blue, Brown, Gray, Green, Orange, Red, Yellow",1,1,Black,Size,"Large, Medium, Small",1,1,Large
3289,variable,,"Maya all over embellished lehenga",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Fashion,"creative, design, elementor, furniture, novaworks, products, woocommerce",,"https://vedbo.co/wp-content/uploads/2022/06/19.jpg, https://vedbo.co/wp-content/uploads/2022/06/19.jpg, https://vedbo.co/wp-content/uploads/2022/06/18-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/19-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/20.jpg, https://vedbo.co/wp-content/uploads/2022/06/20-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/21.jpg",,,,,,,,,269,"{""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Black"":{""name"":""Black"",""color"":""#000000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Brown"":{""name"":""Brown"",""color"":""#995100"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#999999"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Orange"":{""name"":""Orange"",""color"":""#dd9933"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Color,"Black, Blue, Brown, Gray, Green, Orange, Red, Yellow",1,1,Black,Size,"Large, Medium, Small",1,1,Large
3314,variable,,"ASOS EDITION ruched linen crop top",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Fashion,"creative, design, elementor, furniture, novaworks, products, woocommerce",,"https://vedbo.co/wp-content/uploads/2022/06/20.jpg, https://vedbo.co/wp-content/uploads/2022/06/20-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/19.jpg, https://vedbo.co/wp-content/uploads/2022/06/18-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/19-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/20.jpg, https://vedbo.co/wp-content/uploads/2022/06/21.jpg",,,,,,,,,268,"{""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Black"":{""name"":""Black"",""color"":""#000000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Brown"":{""name"":""Brown"",""color"":""#995100"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#999999"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Orange"":{""name"":""Orange"",""color"":""#dd9933"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Color,"Black, Blue, Brown, Gray, Green, Orange, Red, Yellow",1,1,Black,Size,"Large, Medium, Small",1,1,Large
3339,variable,,"ASYOU long sleeve crochet crop top",1,0,visible,,,,,taxable,,0,0,,0,0,,,,,1,,,,Fashion,"creative, design, elementor, furniture, novaworks, products, woocommerce",,"https://vedbo.co/wp-content/uploads/2022/06/21.jpg, https://vedbo.co/wp-content/uploads/2022/06/21-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/20-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/19.jpg, https://vedbo.co/wp-content/uploads/2022/06/18-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/19-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/20.jpg",,,,,,,,,267,"{""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Black"":{""name"":""Black"",""color"":""#000000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Brown"":{""name"":""Brown"",""color"":""#995100"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#999999"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Orange"":{""name"":""Orange"",""color"":""#dd9933"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Color,"Black, Blue, Brown, Gray, Green, Orange, Red, Yellow",1,1,Black,Size,"Large, Medium, Small",1,1,Large
3364,variable,,"Fila crop top with logo in purple",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,,Fashion,"creative, design, elementor, furniture, novaworks, products, woocommerce",,"https://vedbo.co/wp-content/uploads/2022/06/22.jpg, https://vedbo.co/wp-content/uploads/2022/06/22-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/21-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/20-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/19.jpg, https://vedbo.co/wp-content/uploads/2022/06/18-1.jpg, https://vedbo.co/wp-content/uploads/2022/06/19-1.jpg",,,,,,,,,266,"{""Color"":{""name"":""Color"",""type"":""color"",""terms"":{""Black"":{""name"":""Black"",""color"":""#000000"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Blue"":{""name"":""Blue"",""color"":""#1e73be"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Brown"":{""name"":""Brown"",""color"":""#995100"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Gray"":{""name"":""Gray"",""color"":""#999999"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Green"":{""name"":""Green"",""color"":""#81d742"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Orange"":{""name"":""Orange"",""color"":""#dd9933"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Red"":{""name"":""Red"",""color"":""#dd3333"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Yellow"":{""name"":""Yellow"",""color"":""#eeee22"",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",Color,"Black, Blue, Brown, Gray, Green, Orange, Red, Yellow",1,1,Black,Size,"Large, Medium, Small",1,1,Large
3281,variation,,"Mango frayed hem detail block crop top - Orange, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3264,,,,,,17,,Color,Orange,,1,,Size,Medium,,1,
3282,variation,,"Mango frayed hem detail block crop top - Orange, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3264,,,,,,18,,Color,Orange,,1,,Size,Small,,1,
3283,variation,,"Mango frayed hem detail block crop top - Red, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3264,,,,,,19,,Color,Red,,1,,Size,Large,,1,
3284,variation,,"Mango frayed hem detail block crop top - Red, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3264,,,,,,20,,Color,Red,,1,,Size,Medium,,1,
3285,variation,,"Mango frayed hem detail block crop top - Red, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3264,,,,,,21,,Color,Red,,1,,Size,Small,,1,
3286,variation,,"Mango frayed hem detail block crop top - Yellow, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3264,,,,,,22,,Color,Yellow,,1,,Size,Large,,1,
3287,variation,,"Mango frayed hem detail block crop top - Yellow, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3264,,,,,,23,,Color,Yellow,,1,,Size,Medium,,1,
3288,variation,,"Mango frayed hem detail block crop top - Yellow, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,,,,,,,,id:3264,,,,,,24,,Color,Yellow,,1,,Size,Small,,1,
3265,variation,,"Mango frayed hem detail block crop top - Black, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3264,,,,,,1,,Color,Black,,1,,Size,Large,,1,
3266,variation,,"Mango frayed hem detail block crop top - Black, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3264,,,,,,2,,Color,Black,,1,,Size,Medium,,1,
3267,variation,,"Mango frayed hem detail block crop top - Black, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3264,,,,,,3,,Color,Black,,1,,Size,Small,,1,
3268,variation,,"Mango frayed hem detail block crop top - Blue, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3264,,,,,,4,,Color,Blue,,1,,Size,Large,,1,
3269,variation,,"Mango frayed hem detail block crop top - Blue, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3264,,,,,,5,,Color,Blue,,1,,Size,Medium,,1,
3270,variation,,"Mango frayed hem detail block crop top - Blue, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3264,,,,,,6,,Color,Blue,,1,,Size,Small,,1,
3271,variation,,"Mango frayed hem detail block crop top - Brown, Large",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3264,,,,,,7,,Color,Brown,,1,,Size,Large,,1,
3272,variation,,"Mango frayed hem detail block crop top - Brown, Medium",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3264,,,,,,8,,Color,Brown,,1,,Size,Medium,,1,
3273,variation,,"Mango frayed hem detail block crop top - Brown, Small",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,49.99,,,,,,,id:3264,,,,,,9,,Color,Brown,,1,,Size,Small,,1,
